id,title,authors,venue,year
306102,COMPONENT-BASED E-COMMERCE: ASSESSMENT OF CURRENT PRACTICES AND FUTURE DIRECTIONS,"MARTIN BICHLER, ARIE SEGEV, J. LEON ZHAO",SIGMOD Record,1998
306103,BUILDING DATABASE-DRIVEN ELECTRONIC CATALOGS,SHERIF DANISH,SIGMOD Record,1998
306105,XML AND ELECTRONIC COMMERCE: ENABLING THE NETWORK ECONOMY,"BART MELTZER, ROBERT GLUSHKO",SIGMOD Record,1998
306109,A WORKFLOW-BASED ELECTRONIC MARKETPLACE ON THE WEB,"ASUMAN DOGAC, ILKER DURUSOY, SENA ARPINAR, NESIME TATBUL, PINAR KOKSAL, IBRAHIM CINGIL, NAZIFE DIMILILER",SIGMOD Record,1998
304571,DBIS-TOOLKIT: ADAPTABLE MIDDLEWARE FOR LARGE SCALE DATA DELIVERY,"MEHMET ALTINEL, DEMET AKSOY, THOMAS BABY, MICHAEL FRANKLIN, WILLIAM SHAPIRO, STAN ZDONIK",SIGMOD Conference,1999
304570,AN XJML-BASED WRAPPER GENERATOR FOR WEB INFORMATION EXTRACTION,"LING LIU, WEI HAN, DAVID BUTTLER, CALTON PU, WEI TANG",SIGMOD Conference,1999
304573,DATABASE PATCHWORK ON THE INTERNET,"REINHARD BRAUMANDL, ALFONS KEMPER, DONALD KOSSMANN",SIGMOD Conference,1999
304572,DOMINO: DATABASES FOR MOVING OBJECTS TRACKING,"OURI WOLFSON, PRASAD SISTLA, BO XU, JUTAI ZHOU, SAM CHAMBERLAIN",SIGMOD Conference,1999
304250,THE NEED FOR DISTRIBUTED ASYNCHRONOUS TRANSACTIONS,"LYMAN DO, PRABHU RAM, PAMELA DREW",SIGMOD Conference,1999
304248,VERSIONS AND WORKSPACES IN MICROSOFT REPOSITORY,"THOMAS BERGSTRAESSER, PHILIP A. BERNSTEIN, SHANKAR PAL, DAVID SHUTT",SIGMOD Conference,1999
304569,DATA INTEGRATION AND WAREHOUSING IN TELECOM ITALIA,"STEFANO M. TRISOLINI, MAURIZIO LENZERINI, DANIELE NARDI",SIGMOD Conference,1999
304568,IMPROVING OLTP DATA QUALITY USING DATA WAREHOUSE MECHANISMS,"MATTHIAS JARKE, CHRISTOPH QUIX, GUIDO BLEES, DIRK LEHMANN, GUNTER MICHALK, STEFAN STIERL",SIGMOD Conference,1999
304579,SERF: ODMG-BASED GENERIC RE-STRUCTURING FACILITY,"E. A. RUNDENSTEINER, K. CLAYPOOL, M. LI, L. CHEN, Z. ZHANG, C. NATARAJAN, J. JIN, S. DE LIMA, S. WEINER",SIGMOD Conference,1999
304578,"POWERBOOKMARKS: A SYSTEM FOR PERSONALIZABLE WEB INFORMATION ORGANIZATION, SHARING, AND MANAGEMENT","WEN-SYAN LI, QUOC VU, EDWARD CHANG, DIVYAKANT AGRAWAL, KYOJI HIRATA, SOUGATA MUKHERJEA, YI-LEH WU, COREY BUFI, CHEN-CHUAN KEVIN CHANG, YOSHINORI HARA, REIKO ITO, YUTAKA KIMURA, KEZUYUKI SHIMAZU, YUKIYOSHI SAITO",SIGMOD Conference,1999
304581,THE AQUA APPROXIMATE QUERY ANSWERING SYSTEM,"SWARUP ACHARYA, PHILLIP B. GIBBONS, VISWANATH POOSALA, SRIDHAR RAMASWAMY",SIGMOD Conference,1999
304580,TAM: A SYSTEM FOR DYNAMIC TRANSACTIONAL ACTIVITY MANAGEMENT,"TONG ZHOU, LING LIU, CALTON PU",SIGMOD Conference,1999
304575,EXPLORATORY MINING VIA CONSTRAINED FREQUENT SET QUERIES,"RAYMOND NG, LAKS V. S. LAKSHMANAN, JIAWEI HAN, TERESA MAH",SIGMOD Conference,1999
304574,EVOLVABLE VIEW ENVIRONMENT (EVE): NON-EQUIVALENT VIEW MAINTENANCE UNDER SCHEMA CHANGES,"E. A. RUNDENSTEINER, A. KOELLER, X. ZHANG, A. J. LEE, A. NICA, A. VAN WYK, Y. LEE",SIGMOD Conference,1999
304577,PHOENIX: MAKING APPLICATIONS ROBUST,"ROGER BARGA, DAVID B. LOMET",SIGMOD Conference,1999
304576,NODOSE VERSION 2.0,"BRAD ADELBERG, MATTHEW DENNY",SIGMOD Conference,1999
304235,BRINGING OBJECT-RELATIONAL TECHNOLOGY TO THE MAINSTREAM,"VISHU KRISHNAMURTHY, SANDEEPAN BANERJEE, ANIL NORI",SIGMOD Conference,1999
304236,IMPLEMENTING THE SPIRIT OF SQL-99,PAUL BROWN,SIGMOD Conference,1999
304233,MANAGING WEB DATA,DAN SUCIU,SIGMOD Conference,1999
304234,"O-O, WHAT'S HAPPENING TO DB2?","M. CAREY, D. CHAMBERLIN, D. DOOLE, S. RIELAU, N. MATTOS, S. NARAYANAN, B. VANCE, R. SWAGERMAN",SIGMOD Conference,1999
304231,HYPERTEXT DATABASES AND DATA MINING,SOUMEN CHAKRABARTI,SIGMOD Conference,1999
304232,CLUSTERING METHODS FOR LARGE DATABASES: FROM THE PAST TO THE FUTURE,"ALEXANDER HINNEBURG, DANIEL A. KEIM",SIGMOD Conference,1999
304229,PETABYTE DATABASES,DIRK DULLMANN,SIGMOD Conference,1999
304230,A DATABASE PERSPECTIVE ON LOTUS DOMINO/NOTES,C. MOHAN,SIGMOD Conference,1999
304245,MICROSOFT SITE SERVER (COMMERCE ED.): TALK-SLIDES AVAILABLE AT THE CONFERENCE,BASSEL OJJEH,SIGMOD Conference,1999
304246,E-COMMERCE DATABASE ISSUES AND EXPERIENCE: (TALK-SLIDES AVAILABLE AT AT THE CONFERENCE),ANAND RAJARAMAN,SIGMOD Conference,1999
304243,MERGE REPLICATION IN MICROSOFT'S SQL SERVER 7.0,BRAD HAMMOND,SIGMOD Conference,1999
304244,IN-MEMORY DATA MANAGEMENT FOR CONSUMER TRANSACTIONS THE TIMESTEN APPROACH,CORPORATE TIMESTEN TEAM,SIGMOD Conference,1999
304241,EMC INFORMATION SHARING: DIRECT ACCESS TO MVS DATA FROM UNIX AND NT,WALT KOHLER,SIGMOD Conference,1999
304242,DAYTONA AND THE FORUTH-GENERATION LANGUAGE CYMBAL,RICK GREER,SIGMOD Conference,1999
304239,DATABLITZ STORAGE MANAGER: MAIN-MEMORY DATABASE PERFORMANCE FOR CRITICAL APPLICATIONS,"J. BAULIER, P. BOHANNON, S. GOGATE, C. GUPTA, S. HALDAR",SIGMOD Conference,1999
304240,INDEXING MEDIUM-DIMENSIONALITY DATA IN ORACLE,"K. V. RAVI KANTH, SIVA RAVADA, JAYANT SHARMA, JAY BANERJEE",SIGMOD Conference,1999
304220,STORING SEMISTRUCTURED DATA WITH STORED,"ALIN DEUTSCH, MARY FERNANDEZ, DAN SUCIU",SIGMOD Conference,1999
304219,EFFICIENT GEOMETRY-BASED SIMILARITY SEARCH OF 3D SPATIAL DATABASES,DANIEL A. KEIM,SIGMOD Conference,1999
304218,A NEW METHOD FOR SIMILARITY INDEXING OF MARKET BASKET DATA,"CHARU C. AGGARWAL, JOEL L. WOLF, PHILIP S. YU",SIGMOD Conference,1999
304217,WALRUS: A SIMILARITY RETRIEVAL ALGORITHM FOR IMAGE DATABASES,"APOSTOL NATSEV, RAJEEV RASTOGI, KYUSEOK SHIM",SIGMOD Conference,1999
304216,SHRINKING THE WAREHOUSE UPDATE WINDOW,"WILBURT JUAN LABIO, RAMANA YERNENI, HECTOR GARCIA-MOLINA",SIGMOD Conference,1999
304215,DYNAMAT: A DYNAMIC VIEW MANAGEMENT SYSTEM FOR DATA WAREHOUSES,"YANNIS KOTIDIS, NICK ROUSSOPOULOS",SIGMOD Conference,1999
304214,BOTTOM-UP COMPUTATION OF SPARSE AND ICEBERG CUBE,"KEVIN BEYER, RAGHU RAMAKRISHNAN",SIGMOD Conference,1999
304213,CLIENT-SITE QUERY EXTENSIONS,"TOBIAS MAYR, PRAVEEN SESHADRI",SIGMOD Conference,1999
304228,DATA MANAGEMENT ISSUES IN ELECTRONIC COMMERCE,M. TAMER OZSU,SIGMOD Conference,1999
304227,"OF CRAWLERS, PORTALS, MICE, AND MEN: IS THERE MORE TO MINING THE WEB?","MINOS N. GAROFALAKIS, SRIDHAR RAMASWAMY, RAJEEV RASTOGI, KYUSEOK SHIM",SIGMOD Conference,1999
304226,"HONEY, I SHRUNK THE DATABASE: FOOTPRINT, MOBILITY, AND BEYOND",PRAVEEN SESHADRI,SIGMOD Conference,1999
304225,A LAYERED ARCHITECTURE FOR QUERYING DYNAMIC WEB CONTENT,"HASAN DAVULCU, JULIANA FREIRE, MICHAEL KIFER, I. V. RAMAKRISHNAN",SIGMOD Conference,1999
304224,AUTOMATIC DISCOVERY OF LANGUAGE MODELS FOR TEXT DATABASES,"JAMIE CALLAN, MARGARET CONNELL, AIQUN DU",SIGMOD Conference,1999
304223,RECORD-BOUNDARY DISCOVERY IN WEB DOCUMENTS,"D. W. EMBLEY, Y. JIANG, Y.-K. NG",SIGMOD Conference,1999
304222,QUERY REWRITING FOR SEMISTRUCTURED DATA,"YANNIS PAPAKONSTANTINOU, VASILIS VASSALOS",SIGMOD Conference,1999
304221,COMPUTING CAPABILITIES OF MEDIATORS,"RAMANA YERNENI, CHEN LI, HECTOR GARCIA-MOLINA, JEFFREY ULLMAN",SIGMOD Conference,1999
335378,HIGH SPEED ON-LINE BACKUP WHEN USING LOGICAL LOG OPERATIONS,DAVID B. LOMET,SIGMOD Conference,2000
335379,EFFICIENT RESUMPTION OF INTERRUPTED WAREHOUSE LOADS,"WILBURT JUAN LABIO, JANET L. WIENER, HECTOR GARCIA-MOLINA, VLAD GORELIK",SIGMOD Conference,2000
335381,ON-LINE REORGANIZATION IN OBJECT DATABASES,"MOHANA K. LAKHAMRAJU, RAJEEV RASTOGI, S. SESHADRI, S. SUDARSHAN",SIGMOD Conference,2000
335383,FINDING GENERALIZED PROJECTED CLUSTERS IN HIGH DIMENSIONAL SPACES,"CHARU C. AGGARWAL, PHILIP S. YU",SIGMOD Conference,2000
335384,DENSITY BIASED SAMPLING: AN IMPROVED METHOD FOR DATA MINING AND CLUSTERING,"CHRISTOPHER R. PALMER, CHRISTOS FALOUTSOS",SIGMOD Conference,2000
335388,LOF: IDENTIFYING DENSITY-BASED LOCAL OUTLIERS,"MARKUS M. BREUNIG, HANS-PETER KRIEGEL, RAYMOND T. NG, JORG SANDER",SIGMOD Conference,2000
335390,ANSWERING COMPLEX SQL QUERIES USING AUTOMATIC SUMMARY TABLES,"MARKOS ZAHARIOUDAKIS, ROBERTA COCHRANE, GEORGE LAPIS, HAMID PIRAHESH, MONICA URATA",SIGMOD Conference,2000
335391,SYNCHRONIZING A DATABASE TO IMPROVE FRESHNESS,"JUNGHOO CHO, HECTOR GARCIA-MOLINA",SIGMOD Conference,2000
335393,HOW TO ROLL A JOIN: ASYNCHRONOUS INCREMENTAL VIEW MAINTENANCE,"KENNETH SALEM, KEVIN BEYER, BRUCE LINDSAY, ROBERTA COCHRANE",SIGMOD Conference,2000
335395,ON WRAPPING QUERY LANGUAGES AND EFFICIENT XML INTEGRATION,"VASSILIS CHRISTOPHIDES, SOPHIE CLUET, JEROME SIMEON",SIGMOD Conference,2000
335405,XMILL: AN EFFICIENT COMPRESSOR FOR XML DATA,"HARTMUT LIEFKE, DAN SUCIU",SIGMOD Conference,2000
335409,XTRACT: A SYSTEM FOR EXTRACTING DOCUMENT TYPE DESCRIPTORS FROM XML DOCUMENTS,"MINOS GAROFALAKIS, ARISTIDES GIONIS, RAJEEV RASTOGI, S. SESHADRI, KYUSEOK SHIM",SIGMOD Conference,2000
335412,SPATIAL JOIN SELECTIVITY USING POWER LAWS,"CHRISTOS FALOUTSOS, BERNHARD SEEGER, AGMA TRAINA, CAETANO TRAINA, JR.",SIGMOD Conference,2000
335413,MOCHA: A SELF-EXTENSIBLE DATABASE MIDDLEWARE SYSTEM FOR DISTRIBUTED DATA SOURCES,"MANUEL RODRIGUEZ-MARTINEZ, NICK ROUSSOPOULOS",SIGMOD Conference,2000
335414,CLOSEST PAIR QUERIES IN SPATIAL DATABASES,"ANTONIO CORRAL, YANNIS MANOLOPOULOS, YANNIS THEODORIDIS, MICHAEL VASSILAKOPOULOS",SIGMOD Conference,2000
335415,INFLUENCE SETS BASED ON REVERSE NEAREST NEIGHBOR QUERIES,"FLIP KORN, S. MUTHUKRISHNAN",SIGMOD Conference,2000
331986,SECURITY OF RANDOM DATA PERTURBATION METHODS,"KRISHNAMURTY MURALIDHAR, RATHINDRA SARATHY",ACM Trans. Database Syst. ,1999
331984,IMPROVING DATABASE DESIGN THROUGH THE ANALYSIS OF RELATIONSHIPS,"DEBABRATA DEY, VEDA C. STOREY, TERENCE M. BARRON",ACM Trans. Database Syst. ,1999
331992,THE SIFT INFORMATION DISSEMINATION SYSTEM,"TAK W. YAN, HECTOR GARCIA-MOLINA",ACM Trans. Database Syst. ,1999
331989,AN ONTOLOGICAL ANALYSIS OF THE RELATIONSHIP CONSTRUCT IN CONCEPTUAL MODELING,"YAIR WAND, VEDA C. STOREY, RON WEBER",ACM Trans. Database Syst. ,1999
333609,CHOROCHRONOS: A RESEARCH NETWORK FOR SPATIOTEMPORAL DATABASE SYSTEMS,"ANDREW FRANK, STEPHANE GRUMBACH, RALF HARTMUT GUTING, CHRISTIAN S. JENSEN, MANOLIS KOUBARAKIS, NIKOS LORENTZOS, YANNIS MANOLOPOULOS, ENRICO NARDELLI, BARBARA PERNICI, HANS-JORG SCHEK, MICHEL SCHOLL, TIMOS SELLIS, BABIS THEODOULIDIS, PETER WIDMAYER",SIGMOD Record,1999
333608,ENGINEERING FEDERATED INFORMATION SYSTEMS: REPORT OF EEFIS '99 WORKSHOP,"S. CONRAD, W. HASSELBRING, U. HOHENSTEIN, R.-D. KUTSCHE, M. ROANTREE, G. SAAKE, F. SALTOR",SIGMOD Record,1999
333611,FIRST-CLASS VIEWS: A KEY TO USER-CENTERED COMPUTING,"ARNON ROSENTHAL, EDWARD SCIORE",SIGMOD Record,1999
333610,COST ESTIMATION OF USER-DEFINED METHODS IN OBJECT-RELATIONAL DATABASE SYSTEMS,"JIHAD BOULOS, KINJI ONO",SIGMOD Record,1999
333613,DISTRIBUTED TRANSACTIONS IN PRACTICE,"PRABHU RAM, LYMAN DO, PAMELA DREW",SIGMOD Record,1999
333612,ON MUTLI-RESOLUTION DOCUMENT TRANSMISSION IN MOBILE WEB,"STANLEY M. T. YAU, HONG VA LEONG, DENNIS MCLEOD, ANTONIO SI",SIGMOD Record,1999
333615,AN OVERVIEW AND CLASSIFICATION OF MEDIATED QUERY SYSTEMS,"RUXANDRA DOMENIG, KLAUS R. DITTRICH",SIGMOD Record,1999
333614,"A DISTRIBUTED SCIENTIFIC DATA ARCHIVE USING THE WEB, XML AND SQL/MED","MARK PAPIANI, JASMIN L. WASON, ALISTAIR N. DUNLOP, DENIS A. NICOLE",SIGMOD Record,1999
335372,MINING FREQUENT PATTERNS WITHOUT CANDIDATE GENERATION,"JIAWEI HAN, JIAN PEI, YIWEN YIN",SIGMOD Conference,2000
333616,DATABASE RESEARCH AT THE UNIVERSITY OF OKLAHOMA,"LE GRUENWALD, LEONARD BROWN, RAVI DIRCKZE, SYLVAIN GUINEPAIN, CARLOS SANCHEZ, BRIAN SUMMERS, SIRIRUT VANICHAYOBON",SIGMOD Record,1999
335376,TURBO-CHARGING VERTICAL MINING OF LARGE DATABASES,"PRADEEP SHENOY, JAYANT R. HARITSA, S. SUNDARSHAN, GAURAV BHALOTIA, MAYANK BAWA, DEVAVRAT SHAH",SIGMOD Conference,2000
335375,DATA MINING ON AN OLTP SYSTEM (NEARLY) FOR FREE,"ERIK RIEDEL, CHRISTOS FALOUTSOS, GREGORY R. GANGER, DAVID F. NAGLE",SIGMOD Conference,2000
310065,A STUDY ON DATA POINT SEARCH FOR HG-TREES,"JOSEPH KUAN, PAUL LEWIS",SIGMOD Record,1999
310066,THE OASIS MULTIDATABASE PROTOTYPE,"MARK ROANTREE, JOHN MURPHY, WILHELM HASSELBRING",SIGMOD Record,1999
310063,EFFICIENT MATERIALIZATION AND USE OF VIEWS IN DATA WAREHOUSES,"MARCIO FARIAS DE SOUZA, MARCUS COSTA SAMPAIO",SIGMOD Record,1999
310064,DESIGN PRINCIPLES FOR DATA-INTENSIVE WEB SITES,"STEFANO CERI, PIERO FRATERNALI, STEFANO PARABOSCHI",SIGMOD Record,1999
310075,"SQL: 1999, FORMERLY KNOWN AS SQL3","ANDREW EISENBERG, JIM MELTON",SIGMOD Record,1999
310710,BROADCAST PROTOCOLS TO SUPPORT EFFICIENT RETRIEVAL FROM DATABASES BY MOBILE USERS,"ANINDYA DATTA, DEBRA E. VANDERMEER, ASLIHAN CELIK, VIJAY KUMAR",ACM Trans. Database Syst. ,1999
310067,VIDEO ANYWHERE: A SYSTEM FOR SEARCHING AND MANAGING DISTRIBUTED HETEROGENEOUS VIDEO ASSETS,"AMIT SHETH, CLEMENS BERTRAM, KSHITIJ SHAH",SIGMOD Record,1999
310071,NSF WORKSHOP ON INDUSTRIAL/ACADEMIC COOPERATION IN DATABASE SYSTEMS,"MIKE CAREY, LEN SELIGMAN",SIGMOD Record,1999
320249,OPTIMIZATION OF QUERIES WITH USER-DEFINED PREDICATES,"SURAJIT CHAUDHURI, KYUSEOK SHIM",ACM Trans. Database Syst. ,1999
320252,GLOSS: TEXT-SOURCE DISCOVERY OVER THE INTERNET,"LUIS GRAVANO, HECTOR GARCIA-MOLINA, ANTHONY TOMASIC",ACM Trans. Database Syst. ,1999
310712,DATABASE DESIGN FOR INCOMPLETE RELATIONS,"MARK LEVENE, GEORGE LOIZOU",ACM Trans. Database Syst. ,1999
310715,TEMPORAL FDS ON COMPLEX OBJECTS,JEF WIJSEN,ACM Trans. Database Syst. ,1999
328959,INDEXING LARGE METRIC SPACES FOR SIMILARITY SEARCH QUERIES,"TOLGA BOZKAYA, MERAL OZSOYOGLU",ACM Trans. Database Syst. ,1999
328996,SPECIFICATION AND IMPLEMENTATION OF EXCEPTIONS IN WORKFLOW MANAGEMENT SYSTEMS,"FABIO CASATI, STEFANO CERI, STEFANO PARABOSCHI, GUISEPPE POZZI",ACM Trans. Database Syst. ,1999
320255,DISTANCE BROWSING IN SPATIAL DATABASES,"GISLI R. HJALTASON, HANAN SAMET",ACM Trans. Database Syst. ,1999
328943,TYPE-CHECKING OQL QUERIES IN THE ODMG TYPE SYSTEMS,SUAD ALAGIC,ACM Trans. Database Syst. ,1999
306141,THE MIDDLEWARE MUDDLE,DAVID RITTER,SIGMOD Record,1998
306137,THE ASILOMAR REPORT ON DATABASE RESEARCH,"PHIL BERNSTEIN, MICHAEL BRODIE, STEFANO CERI, DAVID DEWITT, MIKE FRANKLIN, HECTOR GARCIA-MOLINA, JIM GRAY, JERRY HELD, JOE HELLERSTEIN, H. V. JAGADISH, MICHAEL LESK, DAVE MAIER, JEFF NAUGHTON, HAMID PIRAHESH, MIKE STONEBRAKER, JEFF ULLMAN",SIGMOD Record,1998
306133,ELECTRONIC MARKET: THE ROADMAP FOR UNIVERSITY LIBRARIES AND MEMBERS TO SURVIVE IN THE INFORMATION JUNGLE,"MICHAEL CHRISTOFFEL, SEBASTIAN PULKOWSKI, BETHINA SCHMITT, PETER C. LOCKEMANN",SIGMOD Record,1998
306129,AN ANONYMOUS ELECTRONIC COMMERCE SCHEME WITH AN OFF-LINE AUTHORITY AND UNTRUSTED AGENTS,"JOSEP DOMINGO-FERRER, JORDI HERRERA-JOANCOMARTI",SIGMOD Record,1998
309870,SEMANTIC AND PEDAGOGIC INTEROPERABILITY MECHANISMS IN THE ARIADNE EDUCATIONAL REPOSITORY,"E. FORTE, F. HAENNI, K. WARKENTYNE, E. DUVAL, K. CARDINAELS, E. VERVAET, K. HENDRIKX, M. WENTLAND FORTE, F. SIMILLION",SIGMOD Record,1999
309852,SEMANTIC INTEGRATION OF ENVIRONMENTAL MODELS FOR APPLICATION TO GLOBAL INFORMATION SYSTEMS AND DECISION-MAKING,D. SCOTT MACKAY,SIGMOD Record,1999
309849,SEMANTIC INTEROPERABILITY IN GLOBAL INFORMATION SYSTEMS,"A. M. OUKSEL, A. SHETH",SIGMOD Record,1999
306144,"SQLJ PART 0, NOW KNOWN AS SQL/OLB (OBJECT-LANGUAGE BINDINGS)","ANDREW EISENBERG, JIM MELTON",SIGMOD Record,1998
309895,DYNAMIC SERVICE MATCHMAKING AMONG AGENTS IN OPEN INFORMATION ENVIRONMENTS,"KATIA SYCARA, MATTHIAS KLUSCH, SETH WIDOFF, JIANGUO LU",SIGMOD Record,1999
309886,CONTEXTUALIZING THE INFORMATION SPACE IN FEDERATED DIGITAL LIBRARIES,"M. P. PAPAZOGLOU, J. HOPPENBROUWERS",SIGMOD Record,1999
309883,SEMANTIC VIDEO INDEXING: APPROACH AND ISSUES,ARUN HAMPAPUR,SIGMOD Record,1999
309878,UNPACKING THE SEMANTICS OF SOURCE AND USAGE TO PERFORM SEMANTIC RECONCILIATION IN LARGE-SCALE INFORMATION SYSTEMS,"KEN SMITH, LEO OBRST",SIGMOD Record,1999
310062,REPORT ON THE 13TH BRAZILIAN SYMPOSIUM ON DATABASE SYSTEMS (SBBD'98),"MARIO A. NASCIMENTO, CLAUDIA BAUZER MEDEIROS",SIGMOD Record,1999
310061,SEMANTIC INTEROPERABILITY IN INFORMATION SERVICES: EXPERIENCING WITH COOPWARE,AVIGDOR GAL,SIGMOD Record,1999
310060,AGENT-BASED SEMANTIC INTEROPERABILITY IN INFOSLEUTH,"JERRY FOWLER, BRAD PERRY, MARIAN NODINE, BRUCE BARGMEYER",SIGMOD Record,1999
309897,SEMANTIC INTEGRATION OF SEMISTRUCTURED AND STRUCTURED DATA SOURCES,"S. BERGAMASCHI, S. CASTANO, M. VINCINI",SIGMOD Record,1999
277955,KEYNOTE ADDRESS,ROBERT S. EPSTEIN,SIGMOD Conference,1995
277954,KEYNOTE ADDRESS,LARRY J. ELLISON,SIGMOD Conference,1995
278247,OBJECT NORMAL FORMS AND DEPENDENCY CONSTRAINTS FOR OBJECT-ORIENTED SCHEMATA,"ZAHIR TARI, JOHN STOKES, STEFANO SPACCAPIETRA",ACM Trans. Database Syst. ,1997
278246,DATABASE DESIGN WITH COMMON SENSE BUSINESS REASONING AND LEARNING,"VEDA C. STOREY, ROGER H. L. CHIANG, DEBABRATA DEY, ROBERT C. GOLDSTEIN, SHANKAR SUDARESAN",ACM Trans. Database Syst. ,1997
277632,INVERTED FILES VERSUS SIGNATURE FILES FOR TEXT INDEXING,"JUSTIN ZOBEL, ALISTAIR MOFFAT, KOTAGIRI RAMAMOHANARAO",ACM Trans. Database Syst. ,1998
277629,ENSURING CONSISTENCY IN MULTIDATABASES BY PRESERVING TWO-LEVEL SERIALIZABILITY,"SHARAD MEHROTRA, RAJEEV RASTOGI, HENRY F. KORTH, ABRAHAM SILBERSCHATZ",ACM Trans. Database Syst. ,1998
277641,TOWARDS A THEORY OF COST MANAGEMENT FOR DIGITAL LIBRARIES AND ELECTRONIC COMMERCE,"A. PRASAD SISTLA, OURI WOLFSON, YELENA YESHA, ROBERT SLOAN",ACM Trans. Database Syst. ,1998
277639,INFORMATION GATHERING IN THE WORLD-WIDE WEB: THE W3QL QUERY LANGUAGE AND THE W3QS SYSTEM,"DAVID KONOPNICKI, ODED SHMUELI",ACM Trans. Database Syst. ,1998
276392,A PROTEIN PATENT QUERY SYSTEM POWERED BY KLEISLI,"JING CHEN, LIMSOON WONG, LOUXIN ZHANG",SIGMOD Conference,1998
276391,DTL'S DATASPOT: DATABASE EXPLORATION AS EASY AS BROWSING THE WEB...,"SHAUL DAR, GADI ENTIN, SHAI GEVA, ERAN PALMON",SIGMOD Conference,1998
277628,MULTIVIEW ACCESS PROTOCOLS FOR LARGE-SCALE REPLICATION,"XIANGNING LIU, ABDELSALAM HELAL, WEIMIN DU",ACM Trans. Database Syst. ,1998
277627,OPTIMIZATION TECHNIQUES FOR QUERIES WITH EXPENSIVE METHODS,JOSEPH M. HELLERSTEIN,ACM Trans. Database Syst. ,1998
276388,MULTIMEDIAMINER: A SYSTEM PROTOTYPE FOR MULTIMEDIA DATA MINING,"OSMAR R. ZAIANE, JIAWEI HAN, ZE-NIAN LI, SONNY H. CHEE, JENNY Y. CHIANG",SIGMOD Conference,1998
276387,XMAS: AN EXTENSIBLE MAIN-MEMORY STORAGE SYSTEM FOR HIGH-PERFORMANCE APPLICATIONS,"JANG HO PARK, YONG SIK KWON, KI HONG KIM, SANG HO LEE, BYOUNG DAE PARK, SANG KYUN CHA",SIGMOD Conference,1998
276390,THE IDEA WEB LAB,"STEFANO CERI, PIERO FRATERNALI, STEFANO PARABOSCHI",SIGMOD Conference,1998
276389,SUPERSQL: AN EXTENDED SQL FOR DATABASE PUBLISHING AND PRESENTATION,MOTOMICHI TOYAMA,SIGMOD Conference,1998
276383,CONTROL: CONTINUOUS OUTPUT AND NAVIGATION TECHNOLOGY WITH REFINEMENT ON-LINE,"RON AVNUR, JOSEPH M. HELLERSTEIN, BRUCE LO, CHRIS OLSTON, BHASKARAN RAMAN, VIJAYSHANKAR RAMAN, TALI ROTH, KIRK WYLIE",SIGMOD Conference,1998
